business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,stars_avg,review_count,is_open,categories
bLva9YGmDcnar3YKHE2XzA,"""Tutti Frutti Frozen Yogurt""",Squirrel Hill,"""5874 Forbes Ave""",Pittsburgh,PA,15217,40.4378411,-79.9201088,3.5,Below Avg,31,0,Food;Ice Cream & Frozen Yogurt
fktJOSE49u-QQRlhoXlS0Q,"""American Eagle Outfitters""",South Side,"""2653 E Carson St""",Pittsburgh,PA,15203,40.4273842,-79.96703032,3.5,Below Avg,3,0,Women's Clothing;Men's Clothing;Shopping;Fashion;Accessories;Sports Wear;Sporting Goods
j37Z4LIXTH9j6KOq9aX8DQ,"""Beer Emporium""",East Liberty,"""302 S Saint Clair St""",Pittsburgh,PA,15206,40.4599557,-79.930726,3.5,Below Avg,169,1,Beer;Wine & Spirits;American (New);Restaurants;Nightlife;Food;Bars;Belgian;Sandwiches;Pubs
UFHwS_Bb5IrVYFWGutkY7A,"""Fluhme Glam Bar""",,"""607 Washington Rd, Ste 100""",Pittsburgh,PA,15228,40.382944,-80.043616,5,Good,6,1,Wedding Planning;Beauty & Spas;Eyelash Service;Makeup Artists;Nail Salons;Event Planning & Services
4RhyluqR0eXERECBLallXQ,"""Sugar & Spice""",,"""5200 Clairton Blvd""",Pittsburgh,PA,15236,40.3441771,-79.9723768,4,Good,28,1,Food;Food Trucks;Specialty Food;Candy Stores;Ice Cream & Frozen Yogurt
v1GHndXuUkDdV-gNCSldQQ,"""The Exchange""",,"""6535 Robinson Ctr Dr""",Pittsburgh,PA,15205,40.4557543,-80.1619204,3,Below Avg,5,1,Books;Mags;Music & Video;Shopping;Music & DVDs;Videos & Video Game Rental
575BoZY8tDPcfSRcdsUNLw,"""Eat'n Park""",Banksville,"""1250 Banksville Rd""",Pittsburgh,PA,15216,40.4167567,-80.0303278,3,Below Avg,42,1,American (New);American (Traditional);Restaurants;Breakfast & Brunch;Diners
fsvIASOJFSZohU2qmbMc7Q,"""Highland Park""",Highland Park,"""City of Pittsburgh Parks & Recreation""",Pittsburgh,PA,15210,40.48103428,-79.91558075,5,Good,20,1,Active Life;Playgrounds;Parks
2cfzQGANxuIGcCUrlwnV7w,"""Popeyes Louisiana Kitchen""",,"""3420 William Penn Hwy""",Pittsburgh,PA,15235,40.4299884,-79.8132914,2,Below Avg,18,1,Fast Food;Chicken Wings;Southern;Restaurants
cs2VDcXDee_jzJoPT_fycA,"""Motel 6""",Banksville,"""2898 Banksville Rd""",Pittsburgh,PA,15216,40.40386601,-80.04081757,2.5,Below Avg,16,1,Hotels & Travel;Hotels;Event Planning & Services
5rinwJ0Xs-Ay5GmAnzjO8Q,"""Levelz""",South Side,"""1825 E Carson St""",Pittsburgh,PA,15203,40.428971,-79.979454,1,Below Avg,3,0,Bars;Lounges;Nightlife
h8m4WRcH4TgMFNFfAkfypg,"""Groovy""",South Side,"""1304 E Carson St""",Pittsburgh,PA,15203,40.4285786,-79.9850245,5,Good,7,0,Antiques;Shopping;Toy Stores
T9BPck3_4KVJEhAblX15vA,"""The Powder Room""",East Liberty,"""5711 Friendship Ave, Ste 4""",Pittsburgh,PA,15206,40.4599043,-79.9297598,1.5,Below Avg,11,0,Tanning;Beauty & Spas;Hair Salons;Makeup Artists
BHHlUVk3K2PbC5azR-sk3A,"""Day West Liberty Subaru""",Beechview,"""2310 W Liberty Ave""",Pittsburgh,PA,15226,40.4010046,-80.0231252,2.5,Below Avg,17,1,Auto Repair;Car Dealers;Auto Parts & Supplies;Automotive
uEsOy9PV5007lvXPOvVezg,"""Pennzoil 10 Minute Oil Change""",Banksville,"""3116 Banksville Rd""",Pittsburgh,PA,15233,40.4003873,-80.0440153,3,Below Avg,4,1,Transmission Repair;Automotive;Oil Change Stations
SIJm66InxhHRTcLPB6OwKA,"""PointBreezeway""",Point Breeze,"""7113 Reynolds St""",Pittsburgh,PA,15208,40.4469573,-79.9046812,5,Good,12,1,Guest Houses;Hotels & Travel;Venues & Event Spaces;Wedding Planning;Event Planning & Services;Nightlife;Arts & Entertainment;Music Venues
nj4izgDoJOqTpTlQtZGDvA,"""Everett & Hurite""",,"""400 Penn Center Blvd""",Pittsburgh,PA,15235,40.4279285,-79.8111866,3.5,Below Avg,4,1,Health & Medical;Doctors
J9f-9Prw2YVM-fiZqv2fmQ,"""Original Hot Dog Shop""",Oakland,"""3901 Forbes Ave""",Pittsburgh,PA,15213,40.442147,-79.956513,3.5,Below Avg,210,1,Hot Dogs;Restaurants;Pizza;Burgers
a5xUI7TvsNhM5gZr6KowDg,"""Sesame Inn""",,"""711 Browns Ln""",Pittsburgh,PA,15237,40.54644648,-80.01902928,3.5,Below Avg,93,1,Restaurants;Chinese
iem-ulfY2cmA8ymNtbQGgA,"""Dick's Sporting Goods""",,"""8000 McKnight Rd""",Pittsburgh,PA,15237,40.5511518,-80.0212132,2.5,Below Avg,5,0,Outdoor Gear;Sports Wear;Sporting Goods;Fashion;Shopping
_pg-UUdktT4VAC9-1L5XiA,"""Yoga Digs""",South Side,"""1224 E Carson St, 3rd Fl""",Pittsburgh,PA,15203,40.4287526,-79.9858039,5,Good,5,0,Active Life;Yoga;Fitness & Instruction
oNqZQyYpMmsJNH3TJA4j_w,"""Hairdressers II""",Shadyside,"""244 S Highland Ave""",Pittsburgh,PA,15206,40.4575933,-79.9253355,5,Good,5,0,Hair Salons;Beauty & Spas
8ISwdpgOEj6rznVvcWGXyA,"""Cenk Integrated Health & Spine Centers""",,"""107 Gamma Dr, Ste 100A""",Pittsburgh,PA,15238,40.4958991,-79.870652,4,Good,4,1,Medical Centers;Health & Medical
SCDym9EeJT8YUkaqVO4cZQ,"""Camille's Sidewalk Cafe""",,"""4596 5th Ave""",Pittsburgh,PA,15289,40.7852453,-80.3314019,3.5,Below Avg,7,0,Sandwiches;Restaurants
Pp5m0W7nF_OIzA6EkXMEkA,"""Howard's Towing & Recovery""",Hazelwood,"""60 Irvine St""",Pittsburgh,PA,15207,40.4238274,-79.9515688,3,Below Avg,21,1,Body Shops;Towing;Auto Repair;Automotive
wcmwxLp53B21f_eZhzSF7g,"""Mount Washington""",Mt. Washington,"""""",Pittsburgh,PA,15211,40.43315543,-80.01720428,4.5,Good,63,1,Local Flavor
v0KawuAO7clhXCDKobFs0g,"""Currito - Burritos Without Borders""",,"""Pittsburgh International Airport""",Pittsburgh,PA,15231,40.49630914,-80.24615765,3,Below Avg,71,0,Mexican;Restaurants
R06MTQpLNdsnr5wrCkMXfQ,"""Doubleday's""",Downtown,"""121 6th St""",Pittsburgh,PA,15222,40.4435521,-80.0022028,3.5,Below Avg,23,0,Burgers;Sports Bars;Bars;Restaurants;Nightlife
ZElIifFslL_948I-hI_ukw,"""Zovko Bros""",South Side,"""2424 E Carson St""",Pittsburgh,PA,15203,40.427648,-79.970147,3,Below Avg,7,1,Auto Repair;Automotive
eHlpGh5LMjuuJeGAcbYn-Q,"""Dana M. Monahan, DDS, LLC""",Bloomfield,"""4760 Liberty Ave""",Pittsburgh,PA,15224,40.460845,-79.948054,4,Good,4,1,Health & Medical;General Dentistry;Dentists
nF5TXLMmC6IJgQxE9CEZPw,"""Sun Penang""",Squirrel Hill,"""5829 Forbes Ave""",Pittsburgh,PA,15217,40.4382561,-79.9218667,3,Below Avg,148,1,Malaysian;Restaurants
Fbycyr3KEjDQ4wO9AStmvQ,"""Cafe Sam""",Bloomfield,"""5242 Baum Blvd""",Pittsburgh,PA,15224,40.456227,-79.940241,4,Good,70,1,American (New);Restaurants
NMvLXVM9fjI5CbtTV3ox6g,"""Bill & Walt's Hobby Shop""",Downtown,"""116 Smithfield St""",Pittsburgh,PA,15222,40.43980408,-80.00229645,4.5,Good,3,0,Hobby Shops;Shopping;Comic Books;Books;Mags;Music & Video
ATwgU_Mn00KBcUJFt_YCuw,"""Wellness Associates""",,"""3322 Babcock Blvd""",Pittsburgh,PA,15237,40.5333593,-80.0184303,2,Below Avg,8,1,Chiropractors;Health & Medical
j4jsgp-e315s11ehJfRzAA,"""The Carlton""",Downtown,"""500 Grant St""",Pittsburgh,PA,15219,40.4396782,-79.9959316,3.5,Below Avg,82,1,Restaurants;Steakhouses;Seafood;Diners;American (Traditional)
vn0wYNms_5PseeYZ6pfLmA,"""S&D Cafe""",The Hill District,"""1425 Forbes Ave""",Pittsburgh,PA,15219,40.4377735,-79.9853827,5,Good,6,0,Sandwiches;Coffee & Tea;Cafes;Food;Restaurants
QI0PGXbGkIdInOOBeq6ieQ,"""TJ Buffet Sushi and Grill""",,"""4801 McKnight Rd""",Pittsburgh,PA,15237,40.52265051,-80.00647981,3,Below Avg,36,1,Japanese;Restaurants;Buffets;Chinese;Sushi Bars
pIDc5WPZGhFll6sE6nVvwg,"""Salon DeStefino""",Shadyside,"""5533 Walnut St""",Pittsburgh,PA,15232,40.451773,-79.9325889,3,Below Avg,9,0,Hair Salons;Hair Removal;Beauty & Spas
SR5HPi7niUHNUmVEYsEudw,"""Supercuts""",,"""1154 Freeport Rd, Fox Chapel""",Pittsburgh,PA,15238,40.487988,-79.878738,2.5,Below Avg,7,1,Shopping;Men's Hair Salons;Beauty & Spas;Hair Stylists;Barbers;Hair Salons;Cosmetics & Beauty Supply
q2WR76q5R2GvE_2gO0ZQZQ,"""Platinum Salon""",Lawrenceville,"""4731 Butler St""",Pittsburgh,PA,15201,40.4742945,-79.9577518,4.5,Good,11,1,Beauty & Spas;Hair Salons
aEXVacFIyBb0b_XbxCuyIg,"""Dave's Towing""",Avalon,"""378 Spruce Run Rd""",Pittsburgh,PA,15202,40.5043928,-80.0708967,1,Below Avg,3,1,Towing;Automotive
OohsWZ3A0bo8y6N6vi6ePA,"""Anthony's Pizza""",Carrick,"""1820 Brownsville Rd""",Pittsburgh,PA,15210,40.396531,-79.987919,3,Below Avg,13,1,Pizza;Restaurants
KF1ngA96RBiRM5h8V7IQ2g,"""Cool Ice Taipei Kitchen""",Squirrel Hill,"""5813 Forbes Ave""",Pittsburgh,PA,15217,40.4381461,-79.9223846,4,Good,30,0,Taiwanese;Restaurants;Ice Cream & Frozen Yogurt;Food;Chinese
bqW0f0RigwpYyz1lbxhHlw,"""Penn Brewery""",Troy Hill,"""800 Vinial St""",Pittsburgh,PA,15212,40.45714166,-79.991501,3.5,Below Avg,201,1,German;Breweries;Restaurants;Food;Event Planning & Services;Venues & Event Spaces
xi8D-CjJlH7ge1CgMfkdTg,"""Residences of South Hills - Greystar""",,"""5492 Youngridge""",Pittsburgh,PA,15236,40.3410465,-79.9792161,1,Below Avg,4,0,Apartments;Home Services;Real Estate
CNs_8drkTel1FD64Q4UTyg,"""Esspa Kozmetika Organic Skincare""",Aspinwall,"""17 Brilliant Ave""",Pittsburgh,PA,15215,40.4894158,-79.9013198,3,Below Avg,21,1,Beauty & Spas;Skin Care;Hair Removal;Day Spas;Massage
MPjwZL8DHKCEbFw8LYiAIA,"""Subway""",Beechview,"""1343 W Liberty Ave""",Pittsburgh,PA,15226,40.4111876,-80.0125181,3,Below Avg,3,1,Fast Food;Sandwiches;Restaurants
s0HXXbiItSvVQBLvyckeRA,"""Dairy Queen""",South Side,"""1223 E Carson St""",Pittsburgh,PA,15203,40.4289659,-79.9854758,2.5,Below Avg,10,1,Food;Ice Cream & Frozen Yogurt
MFaerBsWIA2du9kHGeKDeA,"""Europe Nails""",,"""100 Center St""",Pittsburgh,PA,15202,40.45278458,-80.15747309,2.5,Below Avg,15,1,Beauty & Spas;Nail Salons
-7bvsSGKnY6O-JmSWc5V6g,"""Nine Stories""",Lawrenceville,"""5400 Butler St""",Pittsburgh,PA,15201,40.48293046,-79.95092791,4.5,Good,10,1,Books;Mags;Music & Video;Bookstores;Shopping
dwAtKEutQKgCvb7wSSU8Kw,"""Top Gear Bicycle Shop""",Shadyside,"""5996 Centre Ave, Ste 204""",Pittsburgh,PA,15206,40.4595929,-79.9253253,4,Good,21,1,Shopping;Sporting Goods;Bike Repair/Maintenance;Bikes;Local Services
ODhngitoIH2g37TWtNaxpw,"""Art F X""",,"""3450 Babcock Blvd""",Pittsburgh,PA,15237,40.541202,-80.02571695,4,Good,6,1,Beauty & Spas;Tattoo;Piercing
Go030M_vCtfNBTMCyZOTcw,"""Specialty Luggage""",Downtown,"""915 Liberty Ave""",Pittsburgh,PA,15222,40.44323583,-79.99753925,4,Good,11,1,Shopping;Flowers & Gifts;Luggage
OFT4gaCiwQFITpPLVtBvKQ,"""Pittsburgh Sweet Treats""",,"""800 Mt Royal Blvd""",Pittsburgh,PA,15223,40.5146089,-79.9588424,4.5,Good,3,1,Cupcakes;Bakeries;Specialty Food;Desserts;Candy Stores;Food
eDY9g4_uMX_uMuUzWAFqfg,"""Today's Tiffany Home Decor And More""",,"""1500 Washington Rd, Ste 2802""",Pittsburgh,PA,15228,40.3569591,-80.0518073,2.5,Below Avg,3,1,Lighting Fixtures & Equipment;Jewelry;Home Services;Furniture Stores;Shopping;Home & Garden;Home Decor
lANErA3v8e2VYzMvLzWN7w,"""Alco Parking - West General Robinson Street Garage""",North Side,"""668 W General Robinson St""",Pittsburgh,PA,15212,40.4476669,-80.0095963,4,Good,4,1,Automotive;Parking;Public Transportation;Hotels & Travel;Transportation
fMr9T_YnJ2k-mGo4a9aIQw,"""Alberta Modern Hair""",,"""733 Washington Rd, Ste 2""",Pittsburgh,PA,15228,40.3790931,-80.0448831,3,Below Avg,7,1,Hair Salons;Beauty & Spas
gEXjlzGE_-OIX4rFWGB4CA,"""Roto-Rooter Plumbing & Water Cleanup""",Knoxville,"""756 Brownsville Rd""",Pittsburgh,PA,15210,40.408462,-79.9915004,3,Below Avg,15,1,Plumbing;Home Services;Water Heater Installation/Repair;Damage Restoration
TjJdpI5XX2zwHmXQbnEWeQ,"""Gyros N'at""",,"""512 Braddock Ave""",Pittsburgh,PA,15104,40.40430529,-79.87037929,4.5,Good,14,1,Cafes;Restaurants;Food;Street Vendors;Food Stands;Food Trucks
63iOXcDVSr8Jm0C8mjzo6g,"""McDonald's""",Greentree,"""1 Poplar St""",Pittsburgh,PA,15205,40.4273917,-80.0533614,1.5,Below Avg,6,1,Restaurants;Burgers;Fast Food;Hot Dogs
OGARoKckCz_DUk6A8aEtzw,"""Zen Social Club""",South Side,"""Freight House Shops, 125 W Station Square Dr""",Pittsburgh,PA,15219,40.433155,-80.004535,2.5,Below Avg,9,0,Venues & Event Spaces;Nightlife;Arts & Entertainment;Event Planning & Services;Dance Clubs;Music Venues
jPWGcicuwRxciN5WGhz_wQ,"""Simpatico Espresso""",Downtown,"""Regional Enterprise Tower, 611 Wm Penn Pl""",Pittsburgh,PA,15219,40.44137378,-79.996646,4.5,Good,58,0,Juice Bars & Smoothies;Food;Coffee & Tea
lE68i-3i1UvIEO7mW2vbJA,"""Weinstein Imaging Associates""",,"""5500 Corporate Dr, Ste 100""",Pittsburgh,PA,15237,40.563836,-80.024215,3.5,Below Avg,3,1,Diagnostic Imaging;Diagnostic Services;Doctors;Health & Medical
FFQ-DXkwD4uE9Eh6-769Pg,"""Seven Eleven Penn Avenue""",Downtown,"""711 Penn Ave""",Pittsburgh,PA,15222,40.443651,-79.999821,1.5,Below Avg,3,0,Convenience Stores;Food
HKExCPp1uxyQY1jlfYAhkA,"""The South Side BBQ Restaurant""",South Side,"""75 S 17th St""",Pittsburgh,PA,15203,40.4293613,-79.9817741,3.5,Below Avg,14,1,Restaurants;Barbeque
gJhfP2eBPrPgEsfjOOVKTA,"""Havana""",Mt. Washington,"""200 Shiloh St""",Pittsburgh,PA,15211,40.430735,-80.0076349,3.5,Below Avg,5,0,Bars;Nightlife
5Tu0bBjzMYoNwj7ZJ-6EBg,"""Altar Bar""",Strip District,"""1620 Penn Ave""",Pittsburgh,PA,15222,40.4490046,-79.9867139,3,Below Avg,50,0,Nightlife;Bars;Arts & Entertainment;Music Venues
zOP3oRiUR6DP6o9mQ4JYGg,"""Bootleggers""",Oakland,"""403 Semple St""",Pittsburgh,PA,15213,40.4370186,-79.9548451,3,Below Avg,15,1,Bars;Dive Bars;Nightlife
hC4GGbGfpp1xfH47fZDDiA,"""Stride Away Equestrian Center""",,"""101 Hohman Ln""",Pittsburgh,PA,15237,40.544666,-80.095634,5,Good,3,1,Horseback Riding;Active Life
8PketBhi3DllXR6hM2xsCw,"""Mellon Square""",Downtown,"""534 Smithfield St""",Pittsburgh,PA,15222,40.4410963,-79.9977872,4,Good,5,1,Parks;Active Life
7QhYLKgSuBur1SMgms_-wQ,"""Trinity Jewelers""",,"""647 Mount Nebo Rd""",Pittsburgh,PA,15237,40.543689,-80.0811546,5,Good,4,1,Shopping;Jewelry
5ry-n1zoefQQHczi7nBC-w,"""Sassy's Nail Spa""",,"""284 S Hills Village""",Pittsburgh,PA,15241,40.3401354,-80.0548022,3,Below Avg,19,1,Beauty & Spas;Nail Salons
fb5HMxDHxNI7tEcAOTgX3Q,"""Restoration Hardware""",,"""1500 Washington Rd""",Pittsburgh,PA,15228,40.357213,-80.0520951,3.5,Below Avg,7,1,Shopping;Home & Garden;Furniture Stores
#NAME?,"""Alex and Ani Pittsburgh""",Shadyside,"""5505 Walnut St""",Pittsburgh,PA,15232,40.45141199,-79.93363135,3.5,Below Avg,12,1,Jewelry;Fashion;Accessories;Shopping
_Tn9xzE06-7kDH2CzRg9YA,"""City of Bridges Cafe""",,"""1000 Airport Blvd""",Pittsburgh,PA,15231,40.4956799,-80.2562685,1.5,Below Avg,8,1,Restaurants;American (Traditional)
bpvv9BpcTlkLeMbYSQZDsw,"""SteamMasters""",West View,"""4535 Mcknight Rd""",Pittsburgh,PA,15229,40.5006447,-80.0121147,4.5,Good,5,1,Shopping;Local Services;Home & Garden;Home Services;Carpet Cleaning;Home Cleaning;Air Duct Cleaning
BNeS_hZfmdQWsqewj-LuDA,"""Ting's Kitchen""",,"""3200 McIntyre Square Dr""",Pittsburgh,PA,15237,40.55316272,-80.0155167,4.5,Good,52,1,Chinese;Taiwanese;Szechuan;Restaurants
i6x-Wf2uvx4YydJpPmaXmg,"""Dozen Cupcakes""",Squirrel Hill,"""1707 Murray Ave""",Pittsburgh,PA,15289,40.4377104,-79.9228343,3.5,Below Avg,44,0,Bakeries;Desserts;Food
ib5h1C7xgmZN47HjfWXPCQ,"""Quilters Depot""",,"""4160 Library Rd""",Pittsburgh,PA,15234,40.3563594,-80.0287569,2,Below Avg,3,1,Local Services
XP5xYARH0WB3eW_AmICbPA,"""Bram Cleaning & Tailoring""",Mt. Washington,"""120 1/2 Shiloh St""",Pittsburgh,PA,15211,40.4311046,-80.0073375,3,Below Avg,3,1,Laundry Services;Local Services;Dry Cleaning & Laundry
40RqHzPLHxDX53R0aTWcwQ,"""Greentree Animal Clinic""",,"""2080 Greentree Rd""",Pittsburgh,PA,15220,40.3922071,-80.0691338,4,Good,14,1,Veterinarians;Pets
0gx_juo0ehtt5Iaz0N_Q3g,"""RDLFITNESS""",Downtown,"""""",Pittsburgh,PA,15237,40.4406248,-79.9958864,5,Good,4,0,Active Life;Fitness & Instruction;Gyms;Trainers
BpU9-wcOWyKcVtkvnfRazA,"""Wok & Grill""",Downtown,"""120 5th Ave""",Pittsburgh,PA,15222,40.441888,-80.003443,3,Below Avg,3,1,Restaurants
dHiq1JliKgh_3z-KnTpCaA,"""Roxanne's Catering""",Bloomfield,"""4124 Main St""",Pittsburgh,PA,15224,40.4649486,-79.9544552,4,Good,3,1,Restaurants;Soul Food;Food;Caterers;Seafood;Southern;Event Planning & Services
vGQxPGvI4QLtupSAxO8c7Q,"""Bantha Tea Bar""",Bloomfield,"""5002 Penn Ave""",Pittsburgh,PA,15224,40.464887,-79.943944,4.5,Good,18,1,Tea Rooms;Food
VtxiIv-VIOp3NIpE5tQQIw,"""Getgo""",South Side,"""3059 E Carson St""",Pittsburgh,PA,15203,40.42309277,-79.96011442,3.5,Below Avg,10,1,Food;Convenience Stores;Gas Stations;Automotive
dWB0HT1nXQ2N8n3bvPKJuQ,"""John's Chinese & Sushi Restaurant""",,"""1778 N Highland Rd""",Pittsburgh,PA,15241,40.3527436,-80.051873,4,Good,28,0,Restaurants;Sushi Bars;Chinese
bAHDSbpJE3kKJkW9OBgOyw,"""Bellisario's Auto Body""",Oakland,"""3750 Childs St""",Pittsburgh,PA,15213,40.4291505,-79.9516152,4.5,Good,25,1,Automotive;Auto Repair;Body Shops
82_4u3Toy7vB8imnJ-cCnQ,"""Super 8 Pittsburgh/Monroeville""",,"""1807 Golden Mile Hwy-Route 286""",Pittsburgh,PA,15239,40.44647414,-79.71537356,2.5,Below Avg,6,1,Event Planning & Services;Hotels & Travel;Hotels
mnI_n7A8sxgOSmtgI3wzQQ,"""Amazing Cafe""",South Side,"""1506 E Carson St""",Pittsburgh,PA,15203,40.4286788,-79.9831142,4.5,Good,96,0,Sandwiches;Vegetarian;Gluten-Free;Cafes;Juice Bars & Smoothies;Vegan;Salad;Food;Restaurants
9GA2gmLV4NX2oJkuz6fdcA,"""Garage Door Saloon""",Oakland,"""223 Atwood St""",Pittsburgh,PA,15213,40.4407028,-79.9567901,3,Below Avg,33,1,Sports Bars;Dive Bars;Pizza;Restaurants;Nightlife;Bars;Cocktail Bars
2wGXR2aHOCNJpV4pWU5Zxg,"""Fitzy's Putt-N-Go""",,"""2072 Greentree Rd""",Pittsburgh,PA,15220,40.3935297,-80.0658378,2,Below Avg,8,1,Mini Golf;Active Life
_PKa6Dj06Q2AHKGkpJ7GnA,"""Z-Best BBQ""",The Hill District,"""1315 5th Ave""",Pittsburgh,PA,15219,40.4388749,-79.9875623,4.5,Good,28,1,Barbeque;Restaurants
fIVRnppEVSPK4ZRAXdk9IQ,"""iLoveKickboxing.com""",,"""5001 Curry Rd""",Pittsburgh,PA,15236,40.34984212,-79.99423791,5,Good,6,1,Fitness & Instruction;Martial Arts;Health & Medical;Boxing;Weight Loss Centers;Kickboxing;Gyms;Active Life
nG9wrA0F8uX7feyZkticww,"""Amazing Books & Records""",Downtown,"""929 Liberty Ave""",Pittsburgh,PA,15222,40.4434256,-79.9969737,4,Good,13,1,Books;Mags;Music & Video;Vinyl Records;Shopping;Bookstores
HNbX93hyrua2p6LO4IwdHA,"""Taco Bell""",,"""1690 Cochran Rd""",Pittsburgh,PA,15220,40.391243,-80.060459,2,Below Avg,13,1,Fast Food;Tex-Mex;Restaurants;Mexican
sz6_gKcHjtcpWKIZLXV85w,"""Or, The Whale""",Downtown,"""463 Blvd of the Allies""",Pittsburgh,PA,15219,40.437299,-79.9984685,4,Good,61,1,Breakfast & Brunch;Restaurants;American (Traditional);Seafood;Nightlife;Bars
yZ_wpRr4Svw8YRZ9voCgIw,"""The Vandal""",Lawrenceville,"""4306 Butler St""",Pittsburgh,PA,15201,40.4707671,-79.9599462,4,Good,148,1,American (New);Sandwiches;Burgers;Soul Food;Cafes;Coffee & Tea;Breakfast & Brunch;Food;Modern European;Restaurants
LQFmktF43j2NPncKdNd9mg,"""Fat Heads Saloon""",South Side,"""1805 E Carson St""",Pittsburgh,PA,15203,40.4289667,-79.9801756,4,Good,657,1,Restaurants;Bars;Nightlife;American (Traditional)
CzA6ThquEWOXgVjkYeY1JA,"""Kathmandu Artifacts""",Bloomfield,"""4625 Liberty Ave""",Pittsburgh,PA,15224,40.462452,-79.949909,5,Good,5,1,Accessories;Shopping;Fashion;Personal Shopping
2UCXCbv7qaO3d8FfQd4Ing,"""Pizza Bellino""",Squirrel Hill,"""5839 Forbes Ave""",Pittsburgh,PA,15217,40.4382114,-79.9213674,3,Below Avg,62,1,Salad;Pizza;Chicken Wings;Restaurants
9_1N2SoNoS3DGV9V-4kndw,"""Craftwork Kitchen""",Downtown,"""600 Grant St""",Pittsburgh,PA,15219,40.441355,-79.994853,4,Good,23,1,Food Court;Event Planning & Services;Caterers;Restaurants
l_pR3x7v2mvE3luVdmGuoQ,"""Orient Kitchen""",Bloomfield,"""4808 Baum Blvd""",Pittsburgh,PA,15213,40.4541975,-79.947105,3,Below Avg,60,1,Sushi Bars;Restaurants;Chinese
p1xzg2pll2qC84K3OmLIlw,"""Quest Diagnostics""",,"""4225 Brownsville Rd""",Pittsburgh,PA,15227,40.363862,-79.983698,1,Below Avg,3,1,Laboratory Testing;Diagnostic Imaging;Diagnostic Services;Health & Medical
xwEYTGJ_82ScbpXcheqqQw,"""Subway""",,"""2020 Ardmore Blvd, Ste 170""",Pittsburgh,PA,15221,40.421261,-79.854177,3.5,Below Avg,4,1,Fast Food;Sandwiches;Restaurants
tu8u4SnLvW3mcTS_aRdQ_w,"""US Post Office""",Bellevue,"""15 N Sprague Ave""",Pittsburgh,PA,15202,40.49695891,-80.05715307,2.5,Below Avg,3,1,Local Services;Shipping Centers;Post Offices;Public Services & Government
WKlMFUCGI7dCysGkFLWvaQ,"""Stagioni""",South Side,"""2104 E Carson St""",Pittsburgh,PA,15203,40.4282783,-79.9760041,4,Good,108,1,Nightlife;Venues & Event Spaces;Event Planning & Services;Bars;Restaurants;Wine Bars;Italian;Breakfast & Brunch;Pizza
eooGGpXNczzi60QA1635GA,"""L.A. Studio Nail & Spa""",,"""6519 Robinson Centre Dr""",Pittsburgh,PA,15205,40.4559335,-80.1611745,2.5,Below Avg,11,1,Beauty & Spas;Nail Salons
